entry_id,group,mechanism,historical_training_path,current_public_path,original_text,vlm_formalized_text,semantic_surface_text,semantic_text,vlm_alphabetic_token_length,semantic_alphabetic_token_length,removed_template_context,rules_applied,source_training_mixture_weight,semantic_analysis_weight
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Blue). arm right: 2. right instrument: Tool #9 (Cyan). do a cholecystectomy,arm left 1 left instrument tool 0 blue arm right 2 right instrument tool 9 cyan do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Blue). arm right: 2. right instrument: Tool #9 (Cyan),strip_cmr_state_template | strip_cmr_do_carrier,0.00030754165316559636,0.00030765755049066566
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,arm left 1 left instrument tool 0 blue arm right 0 right instrument tool 14 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Blue). arm right: 0. right instrument: Tool #14 (White),strip_cmr_state_template | strip_cmr_do_carrier,7.328106322064029e-05,7.330867924961746e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Orange). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 2 right instrument tool 9 orange do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Orange),strip_cmr_state_template | strip_cmr_do_carrier,9.701516375199572e-06,9.705172399628876e-06
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Green). arm right: 2. right instrument: Tool #9 (Orange). do a cholecystectomy,arm left 1 left instrument tool 13 green arm right 2 right instrument tool 9 orange do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Green). arm right: 2. right instrument: Tool #9 (Orange),strip_cmr_state_template | strip_cmr_do_carrier,0.0002011833802153966,0.00020125919633778313
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Green). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 13 green arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Green). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,2.2136359063380706e-05,2.2144701168509593e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Green). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,arm left 1 left instrument tool 13 green arm right 0 right instrument tool 14 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Green). arm right: 0. right instrument: Tool #14 (White),strip_cmr_state_template | strip_cmr_do_carrier,6.286273249144969e-05,6.28864223639184e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 13 cyan arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Cyan). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,9.8958107922024e-06,9.899540036642635e-06
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Cyan). arm right: 2. right instrument: Tool #9 (Blue). do a cholecystectomy,arm left 1 left instrument tool 13 cyan arm right 2 right instrument tool 9 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Cyan). arm right: 2. right instrument: Tool #9 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,0.00024973812093047283,0.0002498322349468532
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Blue). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 2 right instrument tool 9 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #9 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,5.134843034207807e-05,5.136778104030674e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Cyan). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,arm left 1 left instrument tool 13 cyan arm right 0 right instrument tool 14 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Cyan). arm right: 0. right instrument: Tool #14 (White),strip_cmr_state_template | strip_cmr_do_carrier,2.6673039382718637e-05,2.668309113955907e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #13 (Blue). arm right: 3. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 1 left instrument tool 13 blue arm right 3 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #13 (Blue). arm right: 3. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,0.0015061175027061722,0.0015066850843264404
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 3 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 3. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,4.971296180284067e-05,4.973169617340451e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Orange). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 0 orange arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Orange). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,3.794777462957219e-05,3.79620752796683e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #9 (Blue). do a cholecystectomy,arm left 1 left instrument tool 0 orange arm right 2 right instrument tool 9 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #9 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,0.0003165791730865727,0.0003166984762084611
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,arm left 1 left instrument tool 0 orange arm right 0 right instrument tool 14 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Orange). arm right: 0. right instrument: Tool #14 (White),strip_cmr_state_template | strip_cmr_do_carrier,5.4981547304674685e-05,5.500226714602038e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Blue). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 2 right instrument tool 8 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,7.745179094873015e-05,7.748097871988371e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #8 (Blue). do a cholecystectomy,arm left 1 left instrument tool 0 orange arm right 2 right instrument tool 8 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #8 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,0.00018394965406260186,0.00018401897564110622
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Cyan). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 0 cyan arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Cyan). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,5.9440887127924106e-05,5.9463287475151746e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #9 (Purple). do a cholecystectomy,arm left 1 left instrument tool 0 cyan arm right 2 right instrument tool 9 purple do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Cyan). arm right: 2. right instrument: Tool #9 (Purple),strip_cmr_state_template | strip_cmr_do_carrier,4.735879255604909e-05,4.7376639755995055e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 0. left instrument: Tool #14 (White). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 0 left instrument tool 14 white arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 0. left instrument: Tool #14 (White). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,0.000133910353093339,0.0001339608173200961
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Cyan). arm right: 0. right instrument: Tool #14 (White). do a cholecystectomy,arm left 1 left instrument tool 0 cyan arm right 0 right instrument tool 14 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Cyan). arm right: 0. right instrument: Tool #14 (White),strip_cmr_state_template | strip_cmr_do_carrier,1.2636682519436502e-05,1.2641444663642589e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #13 (Blue). do a cholecystectomy,arm left 1 left instrument tool 0 orange arm right 2 right instrument tool 13 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Orange). arm right: 2. right instrument: Tool #13 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,4.809258409210832e-05,4.8110707821998474e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 2 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 2. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,6.320793519350325e-05,6.323175515589428e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 1 left instrument tool 0 green arm right 2 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,0.001723287729369132,0.001723937151768026
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 0 green arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,0.00012068324190864147,0.00012072872148766413
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Pink). arm right: 2. right instrument: Tool #8 (Green). do a cholecystectomy,arm left 1 left instrument tool 0 pink arm right 2 right instrument tool 8 green do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Pink). arm right: 2. right instrument: Tool #8 (Green),strip_cmr_state_template | strip_cmr_do_carrier,0.0019312299144012383,0.0019319576999836758
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 1 left instrument tool 0 pink arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,9.9435355373497e-05,9.947282766899414e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 2. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 2 left instrument tool 0 pink arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 2. left instrument: Tool #0 (Pink). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,7.828367287007237e-06,7.831317413661254e-06
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Blue). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 1 right instrument tool 8 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,2.9374297685126915e-05,2.9385367413381458e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 2. left instrument: Tool #0 (Pink). arm right: 1. right instrument: Tool #8 (Blue). do a cholecystectomy,arm left 2 left instrument tool 0 pink arm right 1 right instrument tool 8 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 2. left instrument: Tool #0 (Pink). arm right: 1. right instrument: Tool #8 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,0.000547008578944803,0.0005472147195779079
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #8 (Green). do a cholecystectomy,arm left 0 left instrument tool 14 white arm right 2 right instrument tool 8 green do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 0. left instrument: Tool #14 (White). arm right: 2. right instrument: Tool #8 (Green),strip_cmr_state_template | strip_cmr_do_carrier,3.029483822393644e-06,3.030625485865054e-06
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #9 (Cyan). do a cholecystectomy,arm left 1 left instrument tool 0 green arm right 2 right instrument tool 9 cyan do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #9 (Cyan),strip_cmr_state_template | strip_cmr_do_carrier,0.00018498337581519944,0.00018505308695259692
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #17 (White). do a cholecystectomy,arm left 1 left instrument tool 0 green arm right 0 right instrument tool 17 white do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Green). arm right: 0. right instrument: Tool #17 (White),strip_cmr_state_template | strip_cmr_do_carrier,9.999560238174788e-06,1.0003328580679112e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #8 (Blue). do a cholecystectomy,arm left 1 left instrument tool 0 green arm right 2 right instrument tool 8 blue do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #8 (Blue),strip_cmr_state_template | strip_cmr_do_carrier,0.002725350810116632,0.002726377860812096
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 2. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None). do a cholecystectomy,arm left 2 left instrument tool 0 green arm right 1 right instrument tool 3 none do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 2. left instrument: Tool #0 (Green). arm right: -1. right instrument: Tool #3 (None),strip_cmr_state_template | strip_cmr_do_carrier,9.144287532649707e-05,9.147733564931156e-05
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: 2. left instrument: Tool #0 (Green). arm right: 1. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 2 left instrument tool 0 green arm right 1 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: 2. left instrument: Tool #0 (Green). arm right: 1. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,0.0009436728925542413,0.0009440285164603421
cmr_versius:00,cmr_versius,CMR_STATE_PROMPT,cmr-surgical-60hz/cholecystectomy_phase_gesture_prompts_v1,cmr_surgical/cholecystectomy,arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Pink). do a cholecystectomy,arm left 1 left instrument tool 3 none arm right 1 right instrument tool 8 pink do a cholecystectomy,cholecystectomy,cholecystectomy,15,1,arm left: -1. left instrument: Tool #3 (None). arm right: 1. right instrument: Tool #8 (Pink),strip_cmr_state_template | strip_cmr_do_carrier,3.170394433559775e-05,3.171589199310957e-05
